date,name,detaillink,open,point,rank
20201104,렛 힘 고,/moviedb/main?movieId=143019,2020.02.27,6.9,13
20201104,테슬라,/moviedb/main?movieId=137974,2020.02.12,6.8,14
20201111,도굴,/moviedb/main?movieId=131516,2019.12.19,6.3,0
20201111,삼진그룹 영어토익반,/moviedb/main?movieId=135112,2019.12.26,8.3,1
20201111,내가 죽던 날,/moviedb/main?movieId=132748,2019.12.18,7.7,2
20201111,극장판 바이올렛 에버가든,/moviedb/main?movieId=127732,2019.12.31,7.7,3
20201111,애비규환,/moviedb/main?movieId=134338,2019.11.21,7.3,4
20201111,킹덤 오브 헤븐: 디렉터스 컷,/moviedb/main?movieId=,2019.12.19,8.0,5
20201111,노트북,/moviedb/main?movieId=40380,2019.12.04,8.6,6
20201111,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,/moviedb/main?movieId=144888,2019.12.04,8.1,7
20201111,담보,/moviedb/main?movieId=129891,2020.01.01,7.6,8
20201111,테넷,/moviedb/main?movieId=132861,2019.12.24,7.9,9
20201111,걸후드,/moviedb/main?movieId=88747,2019.12.24,7.1,10
20201111,미스터트롯: 더 무비,/moviedb/main?movieId=144881,2019.12.24,5.3,11
20201111,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,/moviedb/main?movieId=143204,2020.01.01,9.0,12
20201111,21 브릿지: 테러 셧다운 ,/moviedb/main?movieId=131200,2020.01.01,8.2,13
20201111,위플래쉬,/moviedb/main?movieId=83493,2019.12.26,8.0,14
20201118,도굴,/moviedb/main?movieId=131516,2020.01.08,6.7,0
20201118,런,/moviedb/main?movieId=139357,2019.12.19,6.3,1
20201118,삼진그룹 영어토익반,/moviedb/main?movieId=135112,2020.01.08,6.4,2
20201118,내가 죽던 날,/moviedb/main?movieId=132748,2019.12.26,8.3,3
20201118,마리 퀴리,/moviedb/main?movieId=134171,2019.12.31,7.7,4
20201118,이웃사촌,/moviedb/main?movieId=112938,2019.12.18,7.7,5
20201118,택스 콜렉터,/moviedb/main?movieId=142779,2019.11.21,7.3,6
20201118,추억의 검정고무신,/moviedb/main?movieId=145316,2019.12.19,8.0,7
20201118,극장판 바이올렛 에버가든,/moviedb/main?movieId=127732,2019.12.04,8.6,8
20201118,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,/moviedb/main?movieId=144888,2019.12.04,8.1,9
20201118,요가학원 : 죽음의 쿤달리니,/moviedb/main?movieId=139671,2020.01.01,7.6,10
20201118,킹덤 오브 헤븐: 디렉터스 컷,/moviedb/main?movieId=,2020.01.08,5.0,11
20201118,애비규환,/moviedb/main?movieId=134338,2019.12.24,7.1,12
20201118,노트북,/moviedb/main?movieId=40380,2019.12.24,7.9,13
20201118,안티고네,/moviedb/main?movieId=135009,2020.01.01,9.0,14
20201125,이웃사촌,/moviedb/main?movieId=112938,2020.01.15,6.5,0
20201125,도굴,/moviedb/main?movieId=131516,2020.01.08,6.7,1
20201125,런,/moviedb/main?movieId=139357,2020.01.15,5.8,2
20201125,프리키 데스데이,/moviedb/main?movieId=144633,2019.12.19,6.3,3
20201125,삼진그룹 영어토익반,/moviedb/main?movieId=135112,2020.01.08,6.4,4
20201125,내가 죽던 날,/moviedb/main?movieId=132748,2019.12.26,8.3,5
20201125,극장판 바이올렛 에버가든,/moviedb/main?movieId=127732,2019.12.18,7.7,6
20201125,마리 퀴리,/moviedb/main?movieId=134171,2019.12.31,7.7,7
20201125,추억의 검정고무신,/moviedb/main?movieId=145316,2019.11.21,7.3,8
20201125,가나의 혼인잔치: 언약,/moviedb/main?movieId=145262,2020.01.16,8.4,9
20201125,그리고 우린 춤을 추었다,/moviedb/main?movieId=133947,2019.12.19,8.0,10
20201125,로그,/moviedb/main?movieId=143341,2019.12.04,8.1,11
20201125,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,/moviedb/main?movieId=143204,2019.12.04,8.6,12
20201125,안티고네,/moviedb/main?movieId=135009,2020.01.22,6.3,13
20201125,그린랜드,/moviedb/main?movieId=142669,2020.01.15,6.1,14
20201202,이웃사촌,/moviedb/main?movieId=112938,2020.01.22,8.4,0
20201202,도굴,/moviedb/main?movieId=131516,2020.01.22,6.3,1
20201202,런,/moviedb/main?movieId=139357,2020.01.22,5.2,2
20201202,더 프롬,/moviedb/main?movieId=138436,2020.01.15,6.5,3
20201202,프리키 데스데이,/moviedb/main?movieId=144633,2020.01.22,8.2,4
20201202,삼진그룹 영어토익반,/moviedb/main?movieId=135112,2020.01.08,6.7,5
20201202,파티마의 기적 ,/moviedb/main?movieId=139951,2020.01.15,5.8,6
20201202,잔칫날,/moviedb/main?movieId=131940,2019.12.19,6.3,7
20201202,극장판 바이올렛 에버가든,/moviedb/main?movieId=127732,2020.01.16,8.4,8
20201202,인터스텔라,/moviedb/main?movieId=62730,2019.12.26,8.3,9
20201202,가나의 혼인잔치: 언약,/moviedb/main?movieId=145262,2020.01.08,6.4,10
20201202,내가 죽던 날,/moviedb/main?movieId=132748,2020.01.22,4.0,11
20201202,덩케르크,/moviedb/main?movieId=103389,2019.11.21,7.3,12
20201202,국제수사,/moviedb/main?movieId=121616,2020.01.23,7.5,13
20201202,택스 콜렉터,/moviedb/main?movieId=142779,2019.12.24,7.1,14
20201209,조제,/moviedb/main?movieId=130427,2020.01.22,8.4,0
20201209,이웃사촌,/moviedb/main?movieId=112938,2020.01.22,6.3,1
20201209,도굴,/moviedb/main?movieId=131516,2020.01.22,5.2,2
20201209,런,/moviedb/main?movieId=139357,2020.01.22,8.2,3
20201209,800,/moviedb/main?movieId=145350,2020.01.15,6.5,4
20201209,인터스텔라,/moviedb/main?movieId=62730,2010.07.21,8.7,5
20201209,더 프롬,/moviedb/main?movieId=138436,2020.01.16,8.4,6
20201209,미드나이트 스카이,/moviedb/main?movieId=138591,2020.01.08,6.7,7
20201209,덩케르크,/moviedb/main?movieId=103389,2020.01.15,5.8,8
20201209,파티마의 기적 ,/moviedb/main?movieId=139951,2019.12.04,8.1,9
20201209,잔칫날,/moviedb/main?movieId=131940,2020.01.30,6.5,10
20201209,삼진그룹 영어토익반,/moviedb/main?movieId=135112,2020.01.29,5.3,11
20201209,극장판 바이올렛 에버가든,/moviedb/main?movieId=127732,2020.01.22,4.0,12
20201209,가나의 혼인잔치: 언약,/moviedb/main?movieId=145262,2019.12.19,6.3,13
20201209,프리키 데스데이,/moviedb/main?movieId=144633,2019.12.04,8.6,14
20201216,조제,/moviedb/main?movieId=130427,2020.02.05,6.3,0
20201216,도굴,/moviedb/main?movieId=131516,2020.01.22,8.4,1
20201216,이웃사촌,/moviedb/main?movieId=112938,2020.02.05,5.8,2
20201216,런,/moviedb/main?movieId=139357,2020.01.22,6.3,3
20201216,러브 액츄얼리,/moviedb/main?movieId=38754,2020.02.06,7.2,4
20201216,800,/moviedb/main?movieId=145350,2020.02.05,8.4,5
20201216,언플랜드,/moviedb/main?movieId=,2010.07.21,8.7,6
20201216,리플레이,/moviedb/main?movieId=112191,2020.01.22,8.2,7
20201216,인터스텔라,/moviedb/main?movieId=62730,2020.01.16,8.4,8
20201216,덩케르크,/moviedb/main?movieId=103389,2020.02.05,7.8,9
20201216,극장판 바이올렛 에버가든,/moviedb/main?movieId=127732,2020.01.22,5.2,10
20201216,소년시절의 너,/moviedb/main?movieId=131537,2020.02.12,7.3,11
20201216,퍼스트 러브,/moviedb/main?movieId=131484,2019.12.04,8.1,12
20201216,호프,/moviedb/main?movieId=135148,2020.02.06,6.9,13
20201216,미드나이트 스카이,/moviedb/main?movieId=138591,2020.01.15,6.5,14
20201223,원더 우먼 1984,/moviedb/main?movieId=115600,2020.02.12,7.3,0
20201223,조제,/moviedb/main?movieId=130427,2020.02.05,6.3,1
20201223,도굴,/moviedb/main?movieId=131516,2020.02.12,7.3,2
20201223,화양연화,/moviedb/main?movieId=2361,2020.01.22,8.4,3
20201223,이웃사촌,/moviedb/main?movieId=112938,2019.05.30,7.9,4
20201223,100% 울프: 푸들이 될 순 없어,/moviedb/main?movieId=142791,2020.02.05,5.8,5
20201223,런,/moviedb/main?movieId=139357,2020.02.12,6.8,6
20201223,러브 액츄얼리,/moviedb/main?movieId=38754,2020.01.22,6.3,7
20201223,리플레이,/moviedb/main?movieId=112191,2020.02.05,8.4,8
20201223,썸머 85,/moviedb/main?movieId=142784,2020.02.06,7.2,9
20201223,러브레터,/moviedb/main?movieId=3262,2020.02.13,7.4,10
20201223,"내 어깨 위 고양이, 밥 2",/moviedb/main?movieId=146130,2010.07.21,8.7,11
20201223,언플랜드,/moviedb/main?movieId=,2020.01.16,8.4,12
20201223,극장판 바이올렛 에버가든,/moviedb/main?movieId=127732,2020.02.05,7.8,13
20201223,1917,/moviedb/main?movieId=134091,2020.02.06,6.9,14
