Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
46400.0,46500.0,45100.0,45100.0,40383.88671875,23569321,0.0,0.0
46000.0,46100.0,44800.0,44850.0,40160.0234375,12926539,0.0,0.0
44600.0,45100.0,44150.0,44250.0,39622.76953125,10612405,0.0,0.0
44000.0,44300.0,43700.0,44000.0,39398.9140625,10202544,0.0,0.0
43400.0,44950.0,43400.0,44450.0,39801.8515625,11049749,0.0,0.0
44450.0,44800.0,43800.0,43800.0,39219.83203125,7729069,0.0,0.0
44400.0,44450.0,43650.0,43650.0,39085.515625,10717408,0.0,0.0
44300.0,44950.0,44150.0,44650.0,39980.94140625,11431977,0.0,0.0
44250.0,44450.0,43700.0,43850.0,39264.59375,8108343,0.0,0.0
43700.0,44300.0,43550.0,43850.0,39264.59375,18039161,0.0,0.0
43800.0,44250.0,43700.0,44200.0,39578.00390625,16814163,0.0,0.0
43950.0,44150.0,43450.0,43700.0,39130.28515625,8188876,0.0,0.0
43750.0,43900.0,43550.0,43900.0,39309.36328125,7609563,0.0,0.0
43800.0,44200.0,43100.0,44050.0,39443.68359375,9846242,0.0,0.0
44600.0,46250.0,44050.0,45850.0,41055.45703125,21138016,0.0,0.0
46850.0,47000.0,46250.0,46550.0,41682.26171875,12535911,0.0,0.0
45300.0,45650.0,44800.0,45500.0,40742.05859375,8699728,0.0,0.0
45500.0,45700.0,44900.0,45250.0,40518.203125,9729811,0.0,0.0
44750.0,45600.0,44250.0,45350.0,40607.7421875,9568081,0.0,0.0
44950.0,45200.0,44300.0,44850.0,40475.9765625,6821306,354.0,0.0
44500.0,44900.0,44200.0,44650.0,40295.484375,11491713,0.0,0.0
45200.0,45450.0,44850.0,45050.0,40656.4765625,7362129,0.0,0.0
45550.0,46100.0,45350.0,45750.0,41288.2109375,9480688,0.0,0.0
46750.0,46750.0,45800.0,46600.0,42055.30859375,12436570,0.0,0.0
46150.0,47100.0,46150.0,46950.0,42371.1796875,12650168,0.0,0.0
46950.0,47550.0,46600.0,46850.0,42280.93359375,8546339,0.0,0.0
47250.0,47250.0,46150.0,46650.0,42100.4375,8507909,0.0,0.0
46700.0,46950.0,46200.0,46650.0,42100.4375,6878761,0.0,0.0
46400.0,46700.0,46050.0,46700.0,42145.5546875,11883995,0.0,0.0
46700.0,46800.0,46150.0,46250.0,41739.4453125,13697399,0.0,0.0
46050.0,46900.0,46000.0,46850.0,42280.93359375,7668936,0.0,0.0
47150.0,47500.0,47000.0,47050.0,42461.41796875,8733019,0.0,0.0
47400.0,47400.0,46800.0,47250.0,42641.92578125,7730881,0.0,0.0
47300.0,47600.0,47000.0,47050.0,42461.41796875,5513658,0.0,0.0
47200.0,47250.0,45500.0,45600.0,41152.8359375,12808747,0.0,0.0
45750.0,46000.0,45250.0,45300.0,40882.09765625,8479710,0.0,0.0
45400.0,45900.0,45100.0,45350.0,40927.21875,6006957,0.0,0.0
45050.0,45500.0,45000.0,45200.0,40791.84375,6920566,0.0,0.0
45400.0,45650.0,44150.0,44750.0,40385.734375,13299267,0.0,0.0
44250.0,45000.0,44100.0,44650.0,40295.484375,10868965,0.0,0.0
44200.0,45000.0,43800.0,44850.0,40475.9765625,9739982,0.0,0.0
45150.0,46150.0,45100.0,46150.0,41649.19921875,8777517,0.0,0.0
46000.0,46300.0,45350.0,45850.0,41378.453125,11121273,0.0,0.0
45500.0,46150.0,45400.0,45900.0,41423.578125,8625126,0.0,0.0
45900.0,46050.0,45300.0,45300.0,40882.09765625,6562916,0.0,0.0
45250.0,45300.0,44400.0,44850.0,40475.9765625,12014907,0.0,0.0
44300.0,44850.0,44200.0,44250.0,39934.5,10398754,0.0,0.0
43900.0,44250.0,42450.0,42450.0,38310.04296875,23029718,0.0,0.0
42600.0,43450.0,42450.0,42900.0,38716.15625,14579512,0.0,0.0
42500.0,43200.0,42350.0,42650.0,38490.5390625,7635079,0.0,0.0
41300.0,43100.0,41300.0,42650.0,38490.5390625,11563730,0.0,0.0
