date,name,point,rank
20200103,겨울왕국 2,8.71,19
20200103,신비아파트 극장판 하늘도깨비 대 요르문간드,8.56,20
20200103,더 킹: 헨리 5세,8.50,21
20200103,기생충,8.49,22
20200103,보리밭을 흔드는 바람,8.46,23
20200103,메기,8.27,24
20200103,시동,7.92,25
20200103,날씨의 아이,7.89,26
20200103,더 포리너,7.66,27
20200103,멀홀랜드 드라이브,7.51,28
20200103,라스트 크리스마스,6.75,29
20200103,82년생 김지영,6.69,30
20200103,삽질,6.49,31
20200103,쥬만지: 넥스트 레벨,6.12,32
20200103,대통령의 7시간,6.12,33
20200103,백두산,5.94,34
20200103,아내를 죽였다,5.14,35
20200103,캣츠,4.66,36
20200104,포드 V 페라리,9.56,0
20200104,주전장,9.53,1
20200104,두 교황,9.34,2
20200104,러브 앳,9.27,3
20200104,교회오빠,9.27,4
20200104,"나, 다니엘 블레이크",9.27,5
20200104,피아니스트의 전설,9.25,6
20200104,눈의 여왕4,9.22,7
20200104,나이브스 아웃,9.14,8
20200104,러브레터,9.11,9
20200104,결혼 이야기,9.09,10
20200104,윤희에게,8.95,11
20200104,러브 액츄얼리,8.94,12
20200104,인비저블 게스트,8.92,13
20200104,미드웨이,8.90,14
20200104,벌새,8.88,15
20200104,아이리시맨,8.87,16
20200104,일일시호일,8.85,17
20200104,천문: 하늘에 묻는다,8.85,18
20200104,겨울왕국 2,8.71,19
20200104,신비아파트 극장판 하늘도깨비 대 요르문간드,8.56,20
20200104,더 킹: 헨리 5세,8.50,21
20200104,기생충,8.49,22
20200104,보리밭을 흔드는 바람,8.45,23
20200104,메기,8.27,24
20200104,시동,7.90,25
20200104,날씨의 아이,7.89,26
20200104,더 포리너,7.66,27
20200104,멀홀랜드 드라이브,7.51,28
20200104,라스트 크리스마스,6.74,29
20200104,82년생 김지영,6.69,30
20200104,삽질,6.48,31
20200104,쥬만지: 넥스트 레벨,6.13,32
20200104,대통령의 7시간,6.11,33
20200104,백두산,5.94,34
20200104,아내를 죽였다,5.16,35
20200104,캣츠,4.66,36
20200105,포드 V 페라리,9.55,0
20200105,주전장,9.53,1
20200105,두 교황,9.34,2
20200105,러브 앳,9.27,3
20200105,교회오빠,9.27,4
20200105,"나, 다니엘 블레이크",9.27,5
20200105,피아니스트의 전설,9.25,6
20200105,눈의 여왕4,9.22,7
20200105,나이브스 아웃,9.15,8
20200105,러브레터,9.11,9
20200105,결혼 이야기,9.07,10
20200105,윤희에게,8.95,11
20200105,러브 액츄얼리,8.94,12
20200105,인비저블 게스트,8.92,13
20200105,미드웨이,8.91,14
20200105,벌새,8.88,15
20200105,아이리시맨,8.88,16
20200105,일일시호일,8.85,17
20200105,천문: 하늘에 묻는다,8.84,18
20200105,겨울왕국 2,8.71,19
20200105,신비아파트 극장판 하늘도깨비 대 요르문간드,8.50,20
20200105,더 킹: 헨리 5세,8.50,21
20200105,기생충,8.49,22
20200105,보리밭을 흔드는 바람,8.45,23
20200105,메기,8.27,24
20200105,날씨의 아이,7.89,25
20200105,시동,7.88,26
20200105,더 포리너,7.66,27
20200105,멀홀랜드 드라이브,7.51,28
20200105,라스트 크리스마스,6.75,29
20200105,82년생 김지영,6.69,30
20200105,삽질,6.47,31
20200105,쥬만지: 넥스트 레벨,6.12,32
20200105,대통령의 7시간,6.10,33
20200105,백두산,5.94,34
20200105,아내를 죽였다,5.15,35
20200105,캣츠,4.66,36
20200106,포드 V 페라리,9.55,0
20200106,주전장,9.53,1
20200106,두 교황,9.34,2
20200106,러브 앳,9.27,3
20200106,교회오빠,9.27,4
20200106,"나, 다니엘 블레이크",9.27,5
20200106,피아니스트의 전설,9.25,6
20200106,눈의 여왕4,9.22,7
20200106,나이브스 아웃,9.15,8
20200106,러브레터,9.11,9
20200106,결혼 이야기,9.07,10
20200106,윤희에게,8.95,11
20200106,러브 액츄얼리,8.94,12
20200106,인비저블 게스트,8.92,13
20200106,미드웨이,8.92,14
20200106,아이리시맨,8.88,15
20200106,벌새,8.87,16
20200106,일일시호일,8.85,17
20200106,천문: 하늘에 묻는다,8.84,18
20200106,겨울왕국 2,8.71,19
20200106,신비아파트 극장판 하늘도깨비 대 요르문간드,8.50,20
20200106,더 킹: 헨리 5세,8.50,21
20200106,기생충,8.49,22
20200106,보리밭을 흔드는 바람,8.45,23
20200106,메기,8.27,24
20200106,날씨의 아이,7.90,25
20200106,시동,7.88,26
20200106,더 포리너,7.66,27
20200106,멀홀랜드 드라이브,7.51,28
20200106,라스트 크리스마스,6.75,29
20200106,82년생 김지영,6.69,30
20200106,삽질,6.47,31
20200106,쥬만지: 넥스트 레벨,6.13,32
20200106,대통령의 7시간,6.09,33
20200106,백두산,5.94,34
20200106,아내를 죽였다,5.15,35
20200106,캣츠,4.66,36
20200107,포드 V 페라리,9.55,0
20200107,주전장,9.53,1
20200107,두 교황,9.34,2
20200107,교회오빠,9.27,3
20200107,러브 앳,9.27,4
20200107,"나, 다니엘 블레이크",9.27,5
20200107,피아니스트의 전설,9.25,6
20200107,눈의 여왕4,9.22,7
20200107,나이브스 아웃,9.14,8
20200107,하이큐!! 재능과 센스,9.12,9
20200107,러브레터,9.11,10
20200107,결혼 이야기,9.07,11
20200107,하이큐!! 승자와 패자,9.00,12
20200107,윤희에게,8.95,13
20200107,러브 액츄얼리,8.94,14
20200107,인비저블 게스트,8.92,15
20200107,하이큐!! 끝과 시작,8.91,16
20200107,미드웨이,8.91,17
20200107,아이리시맨,8.88,18
20200107,벌새,8.87,19
20200107,일일시호일,8.85,20
20200107,천문: 하늘에 묻는다,8.83,21
20200107,겨울왕국 2,8.71,22
20200107,신비아파트 극장판 하늘도깨비 대 요르문간드,8.50,23
20200107,기생충,8.49,24
20200107,더 킹: 헨리 5세,8.48,25
20200107,보리밭을 흔드는 바람,8.46,26
20200107,메기,8.27,27
20200107,날씨의 아이,7.90,28
20200107,시동,7.87,29
20200107,더 포리너,7.65,30
20200107,멀홀랜드 드라이브,7.51,31
20200107,라스트 크리스마스,6.74,32
20200107,82년생 김지영,6.69,33
20200107,삽질,6.47,34
20200107,쥬만지: 넥스트 레벨,6.13,35
20200107,대통령의 7시간,6.11,36
20200107,백두산,5.94,37
20200107,아내를 죽였다,5.15,38
20200107,캣츠,4.66,39
20200108,포드 V 페라리,9.55,0
20200108,주전장,9.53,1
20200108,두 교황,9.34,2
20200108,교회오빠,9.27,3
20200108,러브 앳,9.27,4
20200108,"나, 다니엘 블레이크",9.27,5
20200108,피아니스트의 전설,9.25,6
20200108,눈의 여왕4,9.22,7
20200108,나이브스 아웃,9.14,8
20200108,하이큐!! 재능과 센스,9.12,9
20200108,러브레터,9.11,10
20200108,결혼 이야기,9.08,11
20200108,하이큐!! 승자와 패자,9.00,12
20200108,윤희에게,8.95,13
20200108,러브 액츄얼리,8.94,14
20200108,인비저블 게스트,8.92,15
20200108,미드웨이,8.92,16
20200108,하이큐!! 끝과 시작,8.91,17
20200108,아이리시맨,8.88,18
20200108,벌새,8.87,19
20200108,일일시호일,8.86,20
20200108,천문: 하늘에 묻는다,8.83,21
20200108,겨울왕국 2,8.71,22
20200108,닥터 두리틀,8.59,23
20200108,신비아파트 극장판 하늘도깨비 대 요르문간드,8.49,24
20200108,기생충,8.49,25
20200108,더 킹: 헨리 5세,8.48,26
20200108,보리밭을 흔드는 바람,8.46,27
20200108,메기,8.28,28
20200108,21 브릿지: 테러 셧다운,8.02,29
20200108,날씨의 아이,7.90,30
20200108,시동,7.86,31
20200108,스타워즈: 라이즈 오브 스카이워커,7.82,32
20200108,더 포리너,7.65,33
20200108,멀홀랜드 드라이브,7.51,34
20200108,82년생 김지영,6.69,35
20200108,삽질,6.47,36
20200108,쥬만지: 넥스트 레벨,6.13,37
20200108,대통령의 7시간,6.10,38
20200108,백두산,5.94,39
20200108,아내를 죽였다,5.14,40
20200108,캣츠,4.65,41
20200109,포드 V 페라리,9.55,0
20200109,주전장,9.53,1
20200109,두 교황,9.34,2
20200109,교회오빠,9.27,3
20200109,러브 앳,9.27,4
20200109,"나, 다니엘 블레이크",9.27,5
20200109,피아니스트의 전설,9.25,6
20200109,눈의 여왕4,9.20,7
20200109,나이브스 아웃,9.14,8
20200109,하이큐!! 재능과 센스,9.12,9
20200109,러브레터,9.11,10
20200109,결혼 이야기,9.08,11
20200109,하이큐!! 승자와 패자,9.00,12
20200109,윤희에게,8.95,13
20200109,러브 액츄얼리,8.94,14
20200109,인비저블 게스트,8.92,15
20200109,미드웨이,8.92,16
20200109,하이큐!! 끝과 시작,8.91,17
20200109,아이리시맨,8.88,18
20200109,벌새,8.87,19
20200109,일일시호일,8.86,20
20200109,천문: 하늘에 묻는다,8.83,21
20200109,겨울왕국 2,8.70,22
20200109,기생충,8.49,23
20200109,더 킹: 헨리 5세,8.49,24
20200109,신비아파트 극장판 하늘도깨비 대 요르문간드,8.49,25
20200109,보리밭을 흔드는 바람,8.46,26
20200109,메기,8.28,27
20200109,닥터 두리틀,8.10,28
20200109,21 브릿지: 테러 셧다운,8.02,29
20200109,날씨의 아이,7.90,30
20200109,시동,7.86,31
20200109,스타워즈: 라이즈 오브 스카이워커,7.85,32
20200109,더 포리너,7.65,33
20200109,멀홀랜드 드라이브,7.51,34
20200109,82년생 김지영,6.69,35
20200109,삽질,6.49,36
20200109,쥬만지: 넥스트 레벨,6.13,37
20200109,대통령의 7시간,6.10,38
20200109,백두산,5.94,39
20200109,아내를 죽였다,5.13,40
20200109,캣츠,4.65,41
20200110,포드 V 페라리,9.55,0
20200110,주전장,9.53,1
20200110,두 교황,9.36,2
20200110,러브 앳,9.27,3
20200110,교회오빠,9.27,4
20200110,"나, 다니엘 블레이크",9.26,5
20200110,피아니스트의 전설,9.25,6
20200110,눈의 여왕4,9.20,7
20200110,킹 오브 프리즘,9.17,8
20200110,나이브스 아웃,9.14,9
20200110,하이큐!! 재능과 센스,9.12,10
20200110,킹 오브 프리즘 프라이드 더 히어로,9.12,11
20200110,러브레터,9.11,12
20200110,결혼 이야기,9.08,13
20200110,하이큐!! 승자와 패자,9.00,14
20200110,윤희에게,8.95,15
20200110,러브 액츄얼리,8.94,16
20200110,인비저블 게스트,8.92,17
20200110,미드웨이,8.91,18
20200110,하이큐!! 끝과 시작,8.91,19
20200110,아이리시맨,8.88,20
20200110,벌새,8.87,21
20200110,일일시호일,8.86,22
20200110,천문: 하늘에 묻는다,8.83,23
20200110,겨울왕국 2,8.71,24
20200110,더 킹: 헨리 5세,8.49,25
20200110,신비아파트 극장판 하늘도깨비 대 요르문간드,8.49,26
20200110,기생충,8.49,27
20200110,보리밭을 흔드는 바람,8.46,28
20200110,메기,8.28,29
20200110,21 브릿지: 테러 셧다운,8.06,30
20200110,날씨의 아이,7.90,31
20200110,시동,7.86,32
20200110,스타워즈: 라이즈 오브 스카이워커,7.79,33
20200110,닥터 두리틀,7.76,34
20200110,더 포리너,7.65,35
20200110,멀홀랜드 드라이브,7.51,36
20200110,82년생 김지영,6.69,37
20200110,삽질,6.48,38
20200110,쥬만지: 넥스트 레벨,6.13,39
20200110,대통령의 7시간,6.09,40
20200110,백두산,5.93,41
20200110,아내를 죽였다,5.14,42
20200110,캣츠,4.65,43
20200110,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.07,44
20200111,포드 V 페라리,9.55,0
20200111,주전장,9.53,1
20200111,두 교황,9.37,2
20200111,러브 앳,9.27,3
20200111,교회오빠,9.27,4
20200111,"나, 다니엘 블레이크",9.26,5
20200111,피아니스트의 전설,9.25,6
20200111,눈의 여왕4,9.20,7
20200111,킹 오브 프리즘,9.17,8
20200111,나이브스 아웃,9.13,9
20200111,킹 오브 프리즘 프라이드 더 히어로,9.12,10
20200111,하이큐!! 재능과 센스,9.12,11
20200111,러브레터,9.11,12
20200111,결혼 이야기,9.07,13
20200111,하이큐!! 승자와 패자,9.00,14
20200111,윤희에게,8.95,15
20200111,러브 액츄얼리,8.94,16
20200111,미드웨이,8.93,17
20200111,인비저블 게스트,8.92,18
20200111,하이큐!! 끝과 시작,8.91,19
20200111,아이리시맨,8.87,20
20200111,벌새,8.86,21
20200111,일일시호일,8.86,22
20200111,천문: 하늘에 묻는다,8.82,23
20200111,겨울왕국 2,8.71,24
20200111,기생충,8.49,25
20200111,더 킹: 헨리 5세,8.49,26
20200111,신비아파트 극장판 하늘도깨비 대 요르문간드,8.48,27
20200111,보리밭을 흔드는 바람,8.46,28
20200111,메기,8.28,29
20200111,21 브릿지: 테러 셧다운,8.02,30
20200111,날씨의 아이,7.90,31
20200111,시동,7.86,32
20200111,스타워즈: 라이즈 오브 스카이워커,7.67,33
20200111,더 포리너,7.64,34
20200111,멀홀랜드 드라이브,7.51,35
20200111,닥터 두리틀,7.43,36
20200111,82년생 김지영,6.69,37
20200111,삽질,6.48,38
20200111,쥬만지: 넥스트 레벨,6.13,39
20200111,대통령의 7시간,6.09,40
20200111,백두산,5.94,41
20200111,아내를 죽였다,5.14,42
20200111,캣츠,4.65,43
20200111,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.07,44
20200112,포드 V 페라리,9.54,0
20200112,주전장,9.52,1
20200112,두 교황,9.37,2
20200112,교회오빠,9.27,3
20200112,러브 앳,9.27,4
20200112,"나, 다니엘 블레이크",9.27,5
20200112,피아니스트의 전설,9.24,6
20200112,눈의 여왕4,9.20,7
20200112,킹 오브 프리즘,9.17,8
20200112,나이브스 아웃,9.13,9
20200112,킹 오브 프리즘 프라이드 더 히어로,9.12,10
20200112,하이큐!! 재능과 센스,9.12,11
20200112,러브레터,9.11,12
20200112,결혼 이야기,9.07,13
20200112,하이큐!! 승자와 패자,9.00,14
20200112,윤희에게,8.95,15
20200112,미드웨이,8.94,16
20200112,러브 액츄얼리,8.94,17
20200112,인비저블 게스트,8.92,18
20200112,하이큐!! 끝과 시작,8.91,19
20200112,벌새,8.86,20
20200112,아이리시맨,8.86,21
20200112,일일시호일,8.86,22
20200112,천문: 하늘에 묻는다,8.82,23
20200112,겨울왕국 2,8.70,24
20200112,더 킹: 헨리 5세,8.49,25
20200112,기생충,8.49,26
20200112,신비아파트 극장판 하늘도깨비 대 요르문간드,8.48,27
20200112,보리밭을 흔드는 바람,8.46,28
20200112,메기,8.28,29
20200112,21 브릿지: 테러 셧다운,8.03,30
20200112,날씨의 아이,7.90,31
20200112,시동,7.85,32
20200112,더 포리너,7.64,33
20200112,스타워즈: 라이즈 오브 스카이워커,7.52,34
20200112,멀홀랜드 드라이브,7.51,35
20200112,닥터 두리틀,7.11,36
20200112,82년생 김지영,6.69,37
20200112,삽질,6.48,38
20200112,쥬만지: 넥스트 레벨,6.13,39
20200112,대통령의 7시간,6.06,40
20200112,백두산,5.94,41
20200112,아내를 죽였다,5.14,42
20200112,캣츠,4.65,43
20200112,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.07,44
20200113,포드 V 페라리,9.54,0
20200113,주전장,9.52,1
20200113,두 교황,9.37,2
20200113,교회오빠,9.27,3
20200113,러브 앳,9.27,4
20200113,"나, 다니엘 블레이크",9.27,5
20200113,피아니스트의 전설,9.25,6
20200113,눈의 여왕4,9.20,7
20200113,킹 오브 프리즘,9.17,8
20200113,나이브스 아웃,9.14,9
20200113,킹 오브 프리즘 프라이드 더 히어로,9.12,10
20200113,러브레터,9.11,11
20200113,결혼 이야기,9.07,12
20200113,윤희에게,8.95,13
20200113,러브 액츄얼리,8.94,14
20200113,미드웨이,8.94,15
20200113,벌새,8.86,16
20200113,아이리시맨,8.86,17
20200113,일일시호일,8.86,18
20200113,천문: 하늘에 묻는다,8.83,19
20200113,겨울왕국 2,8.71,20
20200113,더 킹: 헨리 5세,8.49,21
20200113,기생충,8.49,22
20200113,신비아파트 극장판 하늘도깨비 대 요르문간드,8.47,23
20200113,보리밭을 흔드는 바람,8.46,24
20200113,메기,8.28,25
20200113,21 브릿지: 테러 셧다운,8.03,26
20200113,날씨의 아이,7.90,27
20200113,시동,7.85,28
20200113,더 포리너,7.64,29
20200113,멀홀랜드 드라이브,7.51,30
20200113,스타워즈: 라이즈 오브 스카이워커,7.45,31
20200113,닥터 두리틀,6.98,32
20200113,82년생 김지영,6.69,33
20200113,삽질,6.48,34
20200113,쥬만지: 넥스트 레벨,6.14,35
20200113,대통령의 7시간,6.06,36
20200113,백두산,5.94,37
20200113,아내를 죽였다,5.15,38
20200113,캣츠,4.64,39
20200113,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.07,40
20200114,포드 V 페라리,9.54,0
20200114,주전장,9.52,1
20200114,두 교황,9.37,2
20200114,러브 앳,9.27,3
20200114,"나, 다니엘 블레이크",9.27,4
20200114,피아니스트의 전설,9.25,5
20200114,눈의 여왕4,9.20,6
20200114,킹 오브 프리즘,9.17,7
20200114,나이브스 아웃,9.13,8
20200114,킹 오브 프리즘 프라이드 더 히어로,9.12,9
20200114,러브레터,9.11,10
20200114,결혼 이야기,9.06,11
20200114,윤희에게,8.95,12
20200114,러브 액츄얼리,8.94,13
20200114,미드웨이,8.94,14
20200114,벌새,8.86,15
20200114,일일시호일,8.86,16
20200114,아이리시맨,8.85,17
20200114,천문: 하늘에 묻는다,8.83,18
20200114,겨울왕국 2,8.71,19
20200114,더 킹: 헨리 5세,8.49,20
20200114,기생충,8.49,21
20200114,신비아파트 극장판 하늘도깨비 대 요르문간드,8.48,22
20200114,보리밭을 흔드는 바람,8.46,23
20200114,메기,8.28,24
20200114,21 브릿지: 테러 셧다운,8.03,25
20200114,날씨의 아이,7.90,26
20200114,시동,7.85,27
20200114,눈의 여왕2: 트롤의 마법거울,7.64,28
20200114,더 포리너,7.64,29
20200114,멀홀랜드 드라이브,7.51,30
20200114,스타워즈: 라이즈 오브 스카이워커,7.40,31
20200114,닥터 두리틀,6.91,32
20200114,82년생 김지영,6.69,33
20200114,삽질,6.48,34
20200114,쥬만지: 넥스트 레벨,6.14,35
20200114,대통령의 7시간,6.06,36
20200114,백두산,5.94,37
20200114,아내를 죽였다,5.16,38
20200114,캣츠,4.64,39
20200114,킹 오브 프리즘 -샤이니 세븐 스타즈-,2.07,40
20200115,포드 V 페라리,9.54,0
20200115,주전장,9.52,1
20200115,두 교황,9.38,2
20200115,"나, 다니엘 블레이크",9.27,3
20200115,피아니스트의 전설,9.25,4
20200115,눈의 여왕4,9.20,5
20200115,나이브스 아웃,9.13,6
20200115,하이큐!! 재능과 센스,9.12,7
20200115,러브레터,9.11,8
20200115,결혼 이야기,9.07,9
20200115,하이큐!! 승자와 패자,9.00,10
20200115,윤희에게,8.95,11
20200115,러브 액츄얼리,8.94,12
20200115,미드웨이,8.94,13
20200115,하이큐!! 끝과 시작,8.91,14
20200115,그것만이 내 세상,8.91,15
20200115,벌새,8.86,16
20200115,일일시호일,8.86,17
20200115,아이리시맨,8.85,18
20200115,천문: 하늘에 묻는다,8.82,19
20200115,겨울왕국 2,8.71,20
20200115,더 킹: 헨리 5세,8.50,21
20200115,기생충,8.49,22
20200115,신비아파트 극장판 하늘도깨비 대 요르문간드,8.48,23
20200115,보리밭을 흔드는 바람,8.46,24
20200115,메기,8.28,25
20200115,21 브릿지: 테러 셧다운,8.02,26
20200115,날씨의 아이,7.90,27
20200115,시동,7.84,28
20200115,해치지않아,7.77,29
20200115,눈의 여왕2: 트롤의 마법거울,7.64,30
20200115,더 포리너,7.64,31
20200115,멀홀랜드 드라이브,7.51,32
20200115,스타워즈: 라이즈 오브 스카이워커,7.38,33
20200115,닥터 두리틀,6.84,34
20200115,82년생 김지영,6.69,35
20200115,쥬만지: 넥스트 레벨,6.14,36
20200115,대통령의 7시간,6.06,37
20200115,백두산,5.94,38
20200115,아내를 죽였다,5.15,39
20200115,캣츠,4.64,40
20200116,포드 V 페라리,9.54,0
20200116,주전장,9.52,1
20200116,두 교황,9.38,2
20200116,"나, 다니엘 블레이크",9.27,3
20200116,피아니스트의 전설,9.25,4
20200116,눈의 여왕4,9.20,5
20200116,나이브스 아웃,9.13,6
20200116,하이큐!! 재능과 센스,9.12,7
20200116,러브레터,9.11,8
20200116,결혼 이야기,9.06,9
20200116,하이큐!! 승자와 패자,9.00,10
20200116,윤희에게,8.95,11
20200116,러브 액츄얼리,8.95,12
20200116,미드웨이,8.93,13
20200116,하이큐!! 끝과 시작,8.91,14
20200116,그것만이 내 세상,8.91,15
20200116,벌새,8.86,16
20200116,일일시호일,8.86,17
20200116,아이리시맨,8.84,18
20200116,천문: 하늘에 묻는다,8.82,19
20200116,겨울왕국 2,8.70,20
20200116,신비아파트 극장판 하늘도깨비 대 요르문간드,8.49,21
20200116,기생충,8.49,22
20200116,보리밭을 흔드는 바람,8.46,23
20200116,메기,8.28,24
20200116,21 브릿지: 테러 셧다운,8.02,25
20200116,날씨의 아이,7.90,26
20200116,시동,7.83,27
20200116,눈의 여왕2: 트롤의 마법거울,7.64,28
20200116,더 포리너,7.64,29
20200116,멀홀랜드 드라이브,7.51,30
20200116,해치지않아,7.35,31
20200116,스타워즈: 라이즈 오브 스카이워커,7.33,32
20200116,닥터 두리틀,6.81,33
20200116,82년생 김지영,6.69,34
20200116,쥬만지: 넥스트 레벨,6.14,35
20200116,대통령의 7시간,6.06,36
20200116,백두산,5.94,37
20200116,아내를 죽였다,5.16,38
20200116,캣츠,4.64,39
20200117,포드 V 페라리,9.54,0
20200117,주전장,9.52,1
20200117,두 교황,9.39,2
20200117,"나, 다니엘 블레이크",9.27,3
20200117,피아니스트의 전설,9.25,4
20200117,눈의 여왕4,9.20,5
20200117,나이브스 아웃,9.14,6
20200117,하이큐!! 재능과 센스,9.12,7
20200117,러브레터,9.11,8
20200117,결혼 이야기,9.06,9
20200117,하이큐!! 승자와 패자,9.00,10
20200117,윤희에게,8.95,11
20200117,러브 액츄얼리,8.95,12
20200117,미드웨이,8.93,13
20200117,하이큐!! 끝과 시작,8.91,14
20200117,그것만이 내 세상,8.91,15
20200117,벌새,8.86,16
20200117,일일시호일,8.86,17
20200117,아이리시맨,8.84,18
20200117,천문: 하늘에 묻는다,8.82,19
20200117,겨울왕국 2,8.70,20
20200117,신비아파트 극장판 하늘도깨비 대 요르문간드,8.50,21
20200117,기생충,8.49,22
20200117,보리밭을 흔드는 바람,8.46,23
20200117,메기,8.27,24
20200117,21 브릿지: 테러 셧다운,8.01,25
20200117,날씨의 아이,7.90,26
20200117,시동,7.81,27
20200117,눈의 여왕2: 트롤의 마법거울,7.64,28
20200117,더 포리너,7.64,29
20200117,멀홀랜드 드라이브,7.51,30
20200117,나쁜 녀석들 : 포에버,7.48,31
20200117,스타워즈: 라이즈 오브 스카이워커,7.32,32
20200117,해치지않아,6.97,33
20200117,닥터 두리틀,6.78,34
20200117,82년생 김지영,6.69,35
20200117,쥬만지: 넥스트 레벨,6.13,36
20200117,대통령의 7시간,6.04,37
20200117,백두산,5.94,38
20200117,아내를 죽였다,5.17,39
20200117,캣츠,4.64,40
20200118,포드 V 페라리,9.54,0
20200118,주전장,9.52,1
20200118,두 교황,9.39,2
20200118,"나, 다니엘 블레이크",9.27,3
20200118,피아니스트의 전설,9.26,4
20200118,눈의 여왕4,9.21,5
20200118,나이브스 아웃,9.14,6
20200118,하이큐!! 재능과 센스,9.12,7
20200118,러브레터,9.11,8
20200118,결혼 이야기,9.06,9
20200118,하이큐!! 승자와 패자,9.00,10
20200118,윤희에게,8.95,11
20200118,러브 액츄얼리,8.95,12
20200118,미드웨이,8.93,13
20200118,하이큐!! 끝과 시작,8.91,14
20200118,그것만이 내 세상,8.91,15
20200118,벌새,8.86,16
20200118,일일시호일,8.86,17
20200118,아이리시맨,8.84,18
20200118,천문: 하늘에 묻는다,8.82,19
20200118,겨울왕국 2,8.70,20
20200118,신비아파트 극장판 하늘도깨비 대 요르문간드,8.50,21
20200118,기생충,8.49,22
20200118,보리밭을 흔드는 바람,8.46,23
20200118,메기,8.27,24
20200118,21 브릿지: 테러 셧다운,8.01,25
20200118,날씨의 아이,7.90,26
20200118,시동,7.79,27
20200118,눈의 여왕2: 트롤의 마법거울,7.64,28
20200118,더 포리너,7.64,29
20200118,나쁜 녀석들 : 포에버,7.51,30
20200118,멀홀랜드 드라이브,7.51,31
20200118,스타워즈: 라이즈 오브 스카이워커,7.31,32
20200118,해치지않아,6.78,33
20200118,닥터 두리틀,6.74,34
20200118,82년생 김지영,6.69,35
20200118,쥬만지: 넥스트 레벨,6.13,36
